,text
5429,"['barusan', 'saya', 'lihat', 'historinya', 'masih', 'wajar', 'dikirim', 'sampai', 'surabaya', 'weekend', 'kalau', 'mau', 'ambil', 'sendiri', 'pukul', 'datang', 'saja', 'ke', 'jl', 'raya', 'jemursari', 'a', 'jangan', 'lupa', 'bawa', 'ktp', 'dan', 'simkartu', 'bpjspaspor', 'asli', 'intinya', 'selain', 'ktp', 'perlu', 'satu', 'identitas', 'lain', 'dgn', 'alamat', 'sama']"
5430,"['persyaratan', 'umur', 'minimal', 'th', 'bawa', 'ktp', 'asli', 'bpjs', 'sim', 'npwp', 'id', 'card', 'minimal', 'dokumen', 'asliluar', 'gresik', 'gak', 'papa', 'data', 'tidak', 'ditahan', 'proses', 'acc', 'mnt', 'bawa', 'nohp', 'aktif', 'cicilan', 'x', 'x', 'bulan', 'harga', 'hp']"
5431,"['yg', 'antrian', 'sim', 'dari', 'pagi', 'itu', 'ya', 'sama', 'aja', 'ama', 'antri', 'berobat', 'bpjs', 'lu', 'sakit', 'aja', 'masih', 'disuruh', 'nunggu', 'dari', 'subuh', 'apalagi', 'cuma', 'bikin', 'sim']"
5432,"['beberapa', 'gedung', 'sekarang', 'saklek', 'cuma', 'minta', 'ktp', 'sama', 'sim', 'kalopun', 'ada', 'yg', 'lebih', 'fleksibel', 'juga', 'minta', 'minimal', 'kartu', 'bpjs', 'bahkan', 'id', 'card', 'pegawai', 'juga', 'gamau', 'terima', 'kayaknya', 'ide', 'bagus', 'juga', 'tuh', 'menggandakan', 'ktp', 'untuk', 'keperluan', 'beginian', 'hahahaa']"
5433,"['kapan', 'lagi', 'bisa', 'beli', 'oppoa', 'dengan', 'cicilan', 'hci', 'bunga', 'dan', 'beli', 'oppo', 'type', 'lain', 'banyak', 'bgt', 'promo', 'dan', 'hadiahnyakepoin', 'yuh', 'ke', 'megastore', 'erafone', 'blok', 'b', 'itccempakamas', 'ltjakpus', 'jakarta', 'cicilan', 'modal', 'ktp', 'simnpwpkisbpjsatm', 'cetak', 'nama', 'wa', 'aditviral', 'sampk']"
5434,"['sehat', 'itu', 'memang', 'mahal', 'dan', 'tidak', 'gratis', 'bg', 'namun', 'wabah', 'ini', 'bukan', 'penyakit', 'bpjsbukan', 'pula', 'seperti', 'buat', 'sim', 'dan', 'bikin', 'surat', 'kesehatan', 'buat', 'kerja', 'gini', 'dehyg', 'mau', 'bayarin', 'anak', 'yatim', 'piatu', 'siapagelandanganpengemispemulungpengangguranorang', 'jompo']"
5435,"['mohon', 'bantuannya', 'telah', 'hilang', 'dompet', 'berisikan', 'stnk', 'an', 'nasir', 'ktp', 'an', 'm', 'roif', 'sim', 'an', 'm', 'roif', 'bpjs', 'an', 'm', 'roif', 'credit', 'card', 'dan', 'uang', 'cash', 'di', 'jalur', 'pacetcangarbatu', 'bisa', 'hub', 'm', 'roif']"
5436,"['selamat', 'ulang', 'tahun', 'pria', 'cancer', 'berkacamata', 'tambah', 'baik', 'dalam', 'segala', 'hal', 'uy', 'jangan', 'suka', 'retweet', 'atau', 'upload', 'akun', 'pekob', 'lagi', 'nyuaks', 'era', 'ka', 'umur', 'semoga', 'segera', 'menghalalkan', 'si', 'cinta', 'nya', 'aamiin', 'hbd', 'wytb', 'bpkb', 'sim', 'stnk', 'bpjs', 'aakuu', 'anu', 'bageuuuur']"
5437,"['hbd', 'bpkb', 'bpjs', 'sim', 'stnk', 'pak', 'presidenkuuu']"
5438,"['ngurusin', 'ktp', 'susah', 'ngurusin', 'sim', 'susah', 'ngurusin', 'bpjs', 'susah', 'tapi', 'ngurusin', 'idup', 'orang', 'lain', 'gampang', 'gituu']"
5439,"['jika', 'rekomendasi', 'dari', 'kpk', 'nanti', 'diterima', 'dan', 'diterapkan', 'oleh', 'pemerintah', 'maka', 'bagi', 'yg', 'menunggak', 'iuran', 'bpjs', 'tdk', 'akan', 'lagi', 'bisa', 'untuk', 'mengurus', 'dalam', 'memperpanjang', 'stnksim']"
5440,"['yanuar', 'yudha', 'ini', 'penyebab', 'kpk', 'beri', 'rekomendasi', 'tidak', 'bisa', 'perpanjang', 'sim', 'dan', 'stnk', 'bila', 'ada', 'tunggakan', 'bpjs', 'saran', 'kpk', 'bisa', 'jd', 'masala', 'baru', 'dipublik', 'knptdk', 'soroti', 'kinerja', 'bpjs', 'yg', 'sejak', 'sd', 'hari', 'defisit', 'aneh', 'melalui']"
5441,"['laminating', 'anti', 'gores', 'melindungi', 'katuktpsimatmbpjs', 'dlldari', 'patahfoto', 'dan', 'tulisannya', 'pudarhilangblur', 'jepara', 'wetan']"
5442,"['rkyt', 'mau', 'stop', 'ga', 'ikutan', 'bpjs', 'gabisa', 'krn', 'hub', 'nya', 'dng', 'stnk', 'n', 'sim']"
5443,"['oiyooo', 'biaya', 'surat', 'kesehatan', 'dari', 'klinik', 'bpjs', 'rb', 'psikotest', 'rb', 'sim', 'a', 'rb', 'parkir', 'x', 'di', 'lokasi', 'psikotest', 'amp', 'satpas', 'air', 'minum', 'teh', 'kotak', 'rb', 'total', 'rb', 'durung', 'mangane', 'yo']"
5444,"['alihalih', 'naikan', 'iuran', 'kpk', 'beri', 'rekomendasi', 'di', 'antaranya', 'perpanjang', 'stnksim', 'lunas', 'bpjs', 'kesehatan']"
5445,"['wih', 'temenan', 'dompet', 'isine', 'ktp', 'sim', 'bpjs', 'kertas', 'bertuliskan', 'doa', 'haha']"
5446,"['dompet', 'gue', 'berisi', 'ktp', 'sim', 'a', 'amp', 'c', 'bpjs', 'kes', 'npwp', 'bpjs', 'naker', 'atm', 'credit', 'card', 'emoney', 'flazz', 'amp', 'cash', 'hilang', 'di', 'sebuah', 'cafe', 'di', 'cipete', 'yang', 'banking', 'bisa', 'diblokir', 'tetapi', 'urus', 'lainnya', 'ternyata', 'ribet', 'juga', 'semoga', 'ada', 'yg', 'nemuin', 'amp', 'kirim', 'balik', 'ke', 'gue']"
5447,"['dompet', 'saya', 'berisi', 'ktp', 'sim', 'a', 'sim', 'c', 'bpjs', 'kes', 'npwp', 'dan', 'beberapa', 'bpjs', 'naker', 'atm', 'kartu', 'kredit', 'uang', 'elektronik', 'amp', 'sejumlah', 'cash', 'hilang', 'di', 'sebuah', 'cafe', 'di', 'cipete', 'yang', 'banking', 'berhasil', 'diblokir', 'tetapi', 'urus', 'yang', 'lain', 'ternyata', 'ribet', 'juga', 'semoga', 'ada', 'yg', 'nemuin', 'amp', 'kirim', 'balik', 'ke', 'saya']"
5448,"['warga', 'bgr', 'tolong', 'bantu', 'ayah', 'saya', 'menemukan', 'dompet', 'yg', 'telah', 'hilang', 'berwarna', 'hitam', 'di', 'wil', 'hambalang', 'citeureup', 'bogor', 'yang', 'berisikan', 'stnk', 'sim', 'a', 'sim', 'c', 'ktp', 'bpjs', 'npwp', 'atas', 'nama', 'amir', 'jika', 'ada', 'yg', 'menemukan', 'tolong', 'segera', 'hub', 'terimakasih']"
5449,"['sama', 'sim', 'kartu', 'atm', 'bpjs']"
5450,"['persyaratan', 'umur', 'minimal', 'th', 'bawa', 'ktp', 'asli', 'bpjs', 'sim', 'npwp', 'id', 'card', 'minimal', 'dokumen', 'asliluar', 'gresik', 'gak', 'papa', 'data', 'tidak', 'ditahan', 'proses', 'acc', 'mnt', 'bawa', 'nohp', 'aktif', 'cicilan', 'x', 'x', 'bulan', 'harga', 'hp']"
5451,"['terimakasih', 'kepada', 'ktp', 'npwp', 'bpjs', 'sim', 'stnk', 'dan', 'kartu', 'atm', 'yang', 'selalu', 'setia', 'berada', 'didalam', 'dompet', 'saya', 'jangan', 'seperti', 'uang', 'ya', 'kadang', 'datang', 'dan', 'kadang', 'pergi', 'dasar', 'uang', 'ga', 'setia', 'dia', 'huft']"
5452,"['hbd', 'bul', 'wyatb', 'gbu', 'ktp', 'sim', 'bpkb', 'bpjs', 'gws', 'odp', 'otg', 'psbb']"
5453,"['leonora', 'evelyn', 'aquila', 'agen', 'cabang', 'bandung', 'wish', 'hbd', 'gbu', 'wyatb', 'stnk', 'sim', 'ktp', 'bpjs', 'bdh', 'hwd', 'gws', 'semoga', 'jaya', 'selalu', 'semoga', 'makin', 'waras', 'semoga', 'fisik', 'dan', 'psikis', 'saya', 'yg', 'terguncang', 'hebat', 'segera', 'kembali', 'normal', 'feel', 'so', 'lucky', 'to', 'know', 'you', 'guys', 'tolong', 'buat', 'para', 'ct', 'jiayouuu']"
5454,"['kredit', 'oppo', 'reno', 'ram', 'gb', 'rp', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan']"
5455,"['kredit', 'opo', 'a', 'ram', 'gb', 'rp', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan']"
5456,"['kredit', 'oppo', 'a', 'ram', 'gb', 'rp', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan']"
5457,"['isi', 'nya', 'yg', 'jd', 'problem', 'nya', 'kampret', 'uang', 'nya', 'percuma', 'tebal', 'kalo', 'di', 'dalam', 'cuman', 'ada', 'stnk', 'sim', 'bpjs', 'sama', 'ktp']"
5458,"['akta', 'ktp', 'kk', 'sim', 'ijazah', 'bpjs']"
5459,"['klo', 'smua', 'produk', 'trkait', 'naik', 'motor', 'u', 'kaitkan', 'ma', 'produk', 'politik', 'skalian', 'ja', 'u', 'g', 'usah', 'bwt', 'sim', 'stnk', 'saat', 'safety', 'riding', 'ja', 'skalian', 'wkt', 'mlm', 'u', 'g', 'usah', 'nyalain', 'lampu', 'siapa', 'tau', 'u', 'lewat', 'lubang', 'trus', 'u', 'njungkir', 'skalian', 'g', 'usah', 'pake', 'asuransibpjs', 'bwt', 'perawatan', 'u', 'psca', 'jungkir']"
5460,"['hai', 'mas', 'dian', 'bisa', 'dihubungi', 'nomor', 'pelanggannya', 'beserta', 'kartu', 'atm', 'bpjs', 'sim', 'ktp', 'surat', 'tanah', 'akte', 'stnk', 'motor', 'beserta', 'akun', 'pbnya', 'budi', 'bakso']"
5461,"['ngingetin', 'aja', 'banyak', 'yang', 'kecelakaan', 'trus', 'sim', 'ga', 'ada', 'helm', 'ga', 'pake', 'jadinya', 'jasa', 'raharja', 'ama', 'bpjs', 'ga', 'nanggung', 'akhirnya', 'mundur', 'teratur', 'lihat', 'biaya', 'operasi']"
5462,"['stnk', 'ktp', 'sim', 'ktm', 'bpjs']"
5463,"['hi', 'kamu', 'dapat', 'mempersiapkan', 'npwpsim', 'kartu', 'tanda', 'kepegawaian', 'atau', 'kartu', 'mahasiswa', 'kartu', 'asuransi', 'bpjskisjkn', 'atau', 'paspor', 'yabtr']"
5464,"['cicilan', 'tanpa', 'kartu', 'credit', 'syarat', 'ktp', 'dan', 'simbpjsnpwp', 'proses', 'cepat', 'dan', 'mudah', 'tenor', 'dan', 'bulan', 'yuk', 'kepoin']"
5465,"['dan', 'katanya', 'dana', 'bpjs', 'sebenarnya', 'harus', 'lebih', 'tinggi', 'lagi', 'mana', 'tidak', 'bisa', 'di', 'batalkan', 'pula', 'untungnya', 'penalti', 'tidak', 'membuat', 'bpjs', 'paling', 'tidak', 'bisa', 'memperpanjang', 'sim', 'sama', 'tidak', 'biaa', 'punya', 'imb', 'masih', 'muda', 'suka', 'pakai', 'sepeda', 'jadi', 'gak', 'perlu', 'sim', 'sama', 'imb', 'belum', 'bikinbikin']"
5466,"['hbd', 'kak', 'ros', 'wyatb', 'gbu', 'odp', 'otg', 'bpjs', 'gws', 'stnk', 'sim', 'kk', 'ktp']"
5467,"['mana', 'ada', 'pancasila', 'yg', 'ada', 'gambar', 'bring', 'garuda', 'pancasila', 'bilang', 'anti', 'pancasila', 'wong', 'pancasila', 'nya', 'aja', 'gk', 'ada', 'kalo', 'ada', 'pancasila', 'mana', 'keadilan', 'sosialnya', 'bpjs', 'naik', 'bikin', 'orang', 'susah', 'kalo', 'gk', 'ikut', 'diancam', 'gk', 'bisa', 'bikin', 'ktp', 'sim', 'paspor', 'pengangguran', 'meroket', 'listrik', 'naik']"
5468,"['hbd', 'dan', 'wyatb', 'gbu', 'bpjs', 'gws', 'uht', 'ukk', 'uas', 'tps', 'sim', 'kk', 'stnk', 'tps', 'kps', 'kpu', 'kpk', 'bumn']"
5469,"['alhamdulillah', 'semenjak', 'pedot', 'ambi', 'dek', 'e', 'saiki', 'dompet', 'e', 'ora', 'tau', 'kosong', 'enek', 'isine', 'ktp', 'sim', 'stnk', 'kartu', 'bpjs', 'duwit', 'mung']"
5470,"['dulu', 'ane', 'pake', 'askes', 'terjamin', 'bnget', 'begitu', 'gawe', 'dapet', 'jamsostek', 'and', 'asuransi', 'swasta', 'dan', 'jamsostek', 'sempet', 'ane', 'cairkan', 'buat', 'modal', 'usaha', 'skrg', 'bpjs', 'makin', 'bikin', 'sulit', 'dulu', 'ane', 'males', 'bikin', 'bpjs', 'cuma', 'gegara', 'ancaman', 'sulit', 'bikin', 'paspor', 'and', 'sim', 'aje', 'jadinya', 'ane', 'bikin']"
5471,"['dagelan', 'ancen', 'na', 'sistem', 'e', 'kocak', 'soale', 'aku', 'tau', 'handle', 'handshake', 'antara', 'sim', 'rs', 'karo', 'bpjs', 'dagelan', 'nemen']"
5472,"['bulan', 'ini', 'tuh', 'perpanjang', 'sim', 'bulan', 'depan', 'bpjs', 'naek', 'tagihan', 'belum', 'dibayar', 'pusing']"
5473,"['padahal', 'nik', 'ku', 'udah', 'kupake', 'perpanjang', 'sim', 'urus', 'paspor', 'buat', 'bpjs', 'buka', 'rek', 'tabungan', 'dll', 'yg', 'semuanya', 'pakai', 'input', 'nik', 'dan', 'semuanya', 'cocok', 'udah', 'dipakai', 'bertahun', 'tahun', 'pula', 'ini', 'kok', 'malah', 'dibilang', 'ga', 'sesuai', 'trus', 'disuruh', 'ke', 'dukcapil']"
5474,"['enak', 'dong', 'tinggal', 'dimana', 'sih', 'mas', 'soalnya', 'di', 'tempat', 'saya', 'perpanjang', 'sim', 'aja', 'kl', 'di', 'cek', 'gak', 'punya', 'bpjs', 'alamat', 'di', 'suruh', 'ngurus', 'dulu', 'lagian', 'otomatis', 'ikut', 'karena', 'datanya', 'ambil', 'dari', 'kk']"
5475,"['iya', 'kl', 'semudah', 'itu', 'kl', 'ada', 'syarat', 'di', 'belakangnya', 'macam', 'bpjs', 'seperti', 'kl', 'gk', 'punya', 'gak', 'bisa', 'ngurus', 'ktpsimdokumen', 'kependudukan', 'gimana']"
5476,"['telah', 'hilang', 'terjatuh', 'sebuah', 'dompet', 'berisi', 'ktp', 'sim', 'stnk', 'kartu', 'bpjs', 'atas', 'nama', 'yatin', 'diperkirakan', 'terjatuh', 'di', 'sepanjang', 'jalan', 'pemuda', 'dan', 'pasar', 'klaten', 'minta', 'tolong', 'bila', 'ada', 'dulur', 'dulur', 'yang', 'menemukan', 'bisa', 'hubungi']"
5477,"['kalo', 'ada', 'yg', 'ngerasa', 'ga', 'bisa', 'memperpankang', 'sim', 'krn', 'blom', 'bayar', 'bpjs', 'greget', 'soal', 'tka', 'china', 'yg', 'masuk', 'nggak', 'di', 'dengar', 'karena', 'miskin', 'kebijakan', 'yg', 'gak', 'bijak', 'greget', 'ngeliat', 'penyuara', 'yg', 'di', 'tangkap', 'greget', 'liat', 'habaib', 'di', 'tangkap', 'greget', 'liat', 'kelakuan', 'pemimpin']"
5478,"['telah', 'hilang', 'terjatuh', 'sebuah', 'dompet', 'berisi', 'ktp', 'sim', 'stnk', 'kartu', 'bpjs', 'atas', 'nama', 'yatin', 'diperkirakan', 'terjatuh', 'di', 'sepanjang', 'jalan', 'pemuda', 'dan', 'pasar', 'klaten', 'minta', 'tolong', 'bila', 'ada', 'dulur', 'dulur', 'yang', 'menemukan', 'bisa', 'hubungi', 'pak', 'yatin', 'terimakasih']"
5479,"['lost', 'telah', 'hilang', 'dompet', 'berisi', 'ktp', 'stnk', 'ktm', 'bpjs', 'sim', 'a', 'dan', 'sim', 'c', 'an', 'irham', 'aulia', 'jam', 'an', 'di', 'antara', 'daerah', 'margaluyusarijadi', 'barangkali', 'ada', 'yg', 'nemu', 'tolong', 'hubungi', 'irham', 'via', 'wa', 'artosna', 'mangga', 'dicandak', 'butuh', 'pisan', 'suratnya']"
5480,"['ada', 'persiapkan', 'uang', 'cash', 'dan', 'surat', 'surat', 'seperti', 'ktp', 'sim', 'stnk', 'bpjs', 'serta', 'kartu', 'lain', 'seperti', 'atm', 'dan', 'member', 'alfamartindomaret', 'pakailah', 'kelengkapan', 'berkendara', 'yang', 'dianjurkan', 'masker', 'jika', 'capek', 'istirahatlah', 'jangan', 'melanjutkan', 'perjalanan', 'pamit', 'kepada', 'ortu', 'doa']"
5481,"['dagang', 'udah', 'hari', 'alhamdulillah', 'lgi', 'rame', 'rmenya', 'tpi', 'tiba', 'dompet', 'aingg', 'hilanggggg', 'sim', 'ktp', 'atm', 'kartu', 'mahasiswa', 'stnk', 'bpjs', 'cash', 'rb', 'plis', 'suratnya', 'aja', 'balik', 'gapapaa', 'masih', 'berharap', 'ada', 'yang', 'ngepaketin', 'atau', 'blkin', 'langsung', 'sumpah', 'wkwkwk', 'pais', 'jabrah', 'bener', 'bener']"
5482,"['oh', 'iya', 'motifnya', 'tuh', 'ya', 'korban', 'ratarata', 'saling', 'whattsappan', 'sama', 'admin', 'online', 'shop', 'itu', 'kalo', 'syarat', 'kredit', 'pasti', 'harus', 'ada', 'syarat', 'dokumen', 'kan', 'seperti', 'ktp', 'kk', 'sim', 'kartu', 'kredit', 'npwp', 'bpjs', 'dan', 'kartu', 'kartu', 'lainnya']"
5483,"['iya', 'sim', 'kalau', 'tak', 'baca', 'dari', 'jumlah', 'gaji', 'dipotong', 'dari', 'pengusaha', 'karyawan', 'kaya', 'bpjs', 'berarti', 'padahal', 'bpjs', 'aja', 'banyak', 'missed', 'nya']"
5484,"['gunakan', 'teknologi', 'internetonline', 'dari', 'ngurus', 'ktpbpjssimstnkberobatbelanjadsb', 'dalam', 'rangka', 'newnormal', 'jaga', 'kesehatan', 'dan', 'ekonomi', 'brjalan']"
5485,"['kalau', 'hidup', 'sekedar', 'hidup', 'monyet', 'di', 'hutan', 'juga', 'hidup', 'tapi', 'bang', 'monyet', 'gak', 'perlu', 'bayar', 'pajak', 'bayar', 'perpanjangan', 'sim', 'ganti', 'oli', 'motor', 'bayar', 'bpjs', 'bayar', 'listrik', 'beli', 'paket', 'internet', 'beli', 'pulsa', 'isi', 'ovo', 'transfer', 'gopay']"
5486,"['sekalian', 'aja', 'mintak', 'urusin', 'bpjskartu', 'indonesia', 'pintarktpsimsemua', 'dh']"
5487,"['berita', 'hari', 'ini', 'orang', 'memperpanjang', 'sim', 'membludak', 'percepatan', 'untuk', 'membuat', 'antri', 'online', 'contoh', 'saja', 'best', 'practise', 'bpjs', 'tk', 'pendaftar', 'ribuan', 'kan', 'aturnya', 'mudah', 'nanti', 'dialokasikan', 'begitu', 'pula', 'buat', 'pelayanan', 'lainnya', 'ektp', 'dll']"
5488,"['sini', 'mang', 'saya', 'bantu', 'urus', 'pindah', 'domisili', 'bikin', 'ktp', 'bikin', 'sim', 'skck', 'kartu', 'kuning', 'bpjs', 'sekalian', 'semuanya', 'saya', 'bantu']"
5489,"['monggo', 'sing', 'rumongso', 'kelangan', 'sim', 'c', 'ktp', 'bpjs', 'atm', 'atas', 'nama', 'umar', 'azssiri', 'alamat', 'pucung', 'rw', 'kraguman', 'jogonalan', 'klaten', 'monggo', 'mang', 'wa', 'kulo', 'source', 'fbwahyu', 'yulian', 'seputarklaten']"
5490,"['santai', 'ktpsimbpjs', 'ada', 'pak']"
5491,"['jika', 'ada', 'yg', 'menemukan', 'dompet', 'hilang', 'dg', 'ktp', 'atas', 'nama', 'iqbal', 'ramadhan', 'ktp', 'palembang', 'mohon', 'hubungi', 'iqbal', 'ramadhan', 'warna', 'dompet', 'hitam', 'ada', 'foto', 'x', 'warna', 'ktp', 'atm', 'stnk', 'sim', 'npwp', 'bpjs', 'n', 'surat', 'keterangan', 'domisili', 'hilangan', 'semalam', 'di', 'area', 'satlantas', 'randu', 'agung']"
5492,"['selamat', 'hari', 'lansia', 'indonesia', 'harilansiaindonesia', 'bebas', 'dari', 'urusan', 'administrasi', 'seperti', 'perpanjangan', 'sim', 'bebas', 'biaya', 'kesehatanbpjs', 'pelayanan', 'pada', 'transportasi', 'umum', 'subsidi', 'biaya', 'liburan']"
5493,"['pingin', 'tapi', 'bpjs', 'juli', 'naik', 'lagi', 'apa', 'hubungannya', 'aku', 'mau', 'perpanjang', 'sim', 'jg', 'blm', 'lg', 'aku', 'pingin', 'beli', 'jam', 'tangan', 'ah', 'aku', 'byk', 'alasan']"
5494,"['selamat', 'menua', 'maya', 'wyatb', 'gbu', 'bpjs', 'gws', 'psbb', 'stnk', 'ktp', 'sim', 'un', 'uas', 'uasbn', 'tps', 'kps', 'semoga', 'amin']"
5495,"['terakhir', 'njaluk', 'pas', 'arep', 'perpanjang', 'sim', 'tahun', 'wingi', 'ya', 'nak', 'puskesmasdokter', 'ae', 'ngomong', 'minta', 'surat', 'keterangan', 'sehat', 'ngkok', 'trus', 'ukur', 'tbbb', 'sama', 'tensi', 'kan', 'aku', 'minus', 'ditakoki', 'minus', 'berapa', 'wes', 'ngono', 'tok', 'gratis', 'soale', 'bpjs', 'nak', 'puskesmas', 'wkwk']"
5496,"['tinggal', 'ngurus', 'kk', 'bpjs', 'npwp', 'sim', 'stnk', 'kartu', 'flazz', 'sertifikat', 'tanah', 'sepeda', 'motor', 'mobil', 'popok', 'bayi', 'empeng', 'terakhir', 'susu', 'dancow']"
5497,"['ngetwit', 'dari', 'hape', 'laaaaaahhh', 'iq', 'ktp', 'kk', 'sim', 'bpjs', 'stnk', 'skck']"
5498,"['min', 'boleh', 'minta', 'bantu', 'rt', 'nya', 'motor', 'suami', 'saya', 'vario', 'cc', 'tahun', 'warna', 'hitam', 'kemarin', 'sore', 'hilang', 'di', 'daerah', 'singosari', 'dpn', 'koramil', 'terakhir', 'diliat', 'org', 'di', 'daerah', 'bedali', 'ada', 'tas', 'yg', 'isi', 'nya', 'ktp', 'stnk', 'sim', 'atm', 'kartu', 'bpjs', 'mohon', 'bantuannya', 'min', 'stnkhilang', 'motorhilang']"
5499,"['gada', 'wkwkwkwkkk', 'bpjs', 'telat', 'iuran', 'ktp', 'kadaluarsa', 'atm', 'lupa', 'sandi', 'sim']"
5500,"['seminggu', 'yg', 'lalu', 'dompet', 'kosong', 'sampe', 'sedih', 'kalo', 'mau', 'buka', 'dompet', 'tapi', 'akhir', 'akhir', 'ini', 'alhamdulillah', 'sudah', 'mulai', 'terisi', 'ktpsimkartu', 'asuransibpjsbribnibcamandiribukopin', 'alhamdulillah', 'bersyukur', 'banget']"
5501,"['barangkali', 'ada', 'yg', 'menemukan', 'dompet', 'berwarna', 'cokelat', 'berisi', 'ktp', 'sim', 'c', 'stnk', 'atm', 'kartu', 'bpjs', 'ketenagakerjaan', 'bpjs', 'kesehatan', 'dll', 'atas', 'nama', 'aris', 'hidayat', 'hilang', 'antara', 'kecamatan', 'wanareja', 'kabcilacap', 'sd', 'cicalengka', 'kabbandung', 'hilang', 'sktr', 'pukul']"
5502,"['pencopetan', 'tgl', 'mei', 'di', 'griya', 'batununggal', 'bandung', 'kurleb', 'pukul', 'yg', 'diambil', 'buah', 'dompet', 'bsr', 'berisi', 'sim', 'a', 'amp', 'c', 'stnk', 'yamaha', 'mio', 'atm', 'bca', 'cc', 'bca', 'kartu', 'bpjs', 'npwp', 'jk', 'ada', 'yg', 'menemukan', 'harap', 'hubungi', 'yuda']"
5503,"['pencopetan', 'tgl', 'mei', 'di', 'griya', 'batununggal', 'bandung', 'kurleb', 'pukul', 'yg', 'diambil', 'buah', 'dompet', 'besar', 'berisi', 'sim', 'a', 'amp', 'c', 'stnk', 'yamaha', 'mio', 'atm', 'bca', 'cc', 'bca', 'kartu', 'bpjs', 'npwp', 'jika', 'ada', 'yg', 'menemukan', 'harap', 'hubungi', 'nomer', 'yuda']"
5504,"['selamat', 'hbd', 'hwd', 'wfh', 'bpjs', 'sim', 'stnk', 'pokonya', 'semua', 'dahpanjang', 'umur', 'sehat', 'dan', 'sukses', 'selalooomakin', 'tua', 'mkin', 'sering', 'jbib', 'ak', 'ya']"
5505,"['aku', 'gak', 'punya', 'bpjs', 'kis', 'maupun', 'dari', 'swasta', 'kecuali', 'asuransi', 'karena', 'punya', 'sim']"
5506,"['indonesia', 'banyak', 'banget', 'dah', 'kartunya', 'ktp', 'sim', 'npwp', 'bpjs', 'dan', 'kartukartu', 'lainnya', 'apakah', 'tidak', 'bisa', 'jadi', 'single', 'id', 'aja', 'pakai', 'satu', 'nomor', 'kependudukan', 'di', 'ktp', 'untuk', 'akses', 'semua', 'data']"
5507,"['denger²', 'gitu', 'tapi', 'peraturannya', 'yg', 'mana', 'gak', 'tau', 'juga', 'deh', 'tapi', 'ini', 'melanggar', 'hak', 'azazi', 'banget', 'kalo', 'bener', 'gak', 'bisa', 'bikin', 'sim', 'akibat', 'nunggak', 'bpjs']"
5508,"['kalo', 'ga', 'bayar', 'bpjsketunda', 'ya', 'perpanjangan', 'passport', 'atau', 'sim', 'terkoneksi', 'kah']"
5509,"['kartu', 'bpjs', 'ktp', 'sim', 'hahaha']"
5510,"['iya', 'isi', 'kartu', 'atm', 'kartu', 'sim', 'npwp', 'bpjs', 'belum', 'turun', 'foto', 'jaman', 'jahiliyyah', 'kartu', 'member', 'ban', 'sama', 'shell']"
5511,"['wes', 'wayahe', 'ktp', 'sim', 'bpjs', 'dll', 'digawe', 'dadi', 'kartu', 'wae', 'id', 'diganti', 'nganggo', 'barcode', 'po', 'nfc', 'tag', 'judule', 'tok', 'ektp', 'tur', 'bentukane', 'ro', 'kartu', 'yugioh']"
5512,"['dulu', 'gaada', 'tu', 'naro', 'naro', 'foto', 'duit', 'sim', 'ktp', 'bpjs', 'bpkb', 'di', 'dalem', 'case', 'itu', 'gaada', 'wkwk']"
5513,"['omset', 'turun', 'auto', 'bayaran', 'jg', 'turun', 'hp', 'wayahe', 'service', 'peda', 'wayahe', 'service', 'street', 'cub', 'dorong', 'ono', 'dana', 'gawe', 'marikno', 'dompet', 'sak', 'stnk', 'sim', 'ktp', 'kartu', 'bpjs', 'ilang', 'mantap', 'gusti', 'lek', 'guyon', 'kadang', 'ndaeroh', 'wayah', 'ayo', 'opo', 'maneh']"
5514,"['masalahnya', 'kepesertaan', 'bpjs', 'selalu', 'diancam', 'akan', 'dikaitkan', 'dgn', 'ktp', 'sim', 'dll', 'makanya', 'masyarakat', 'jadi', 'takut', 'utk', 'nunggak', 'amp', 'bingung', 'setelah', 'nunggak']"
